"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Presente: -isc (voi) – pulire","'Voi ___ la casa ogni sabato.' Qual è la forma corretta?","pulite","puliscete","puliscite","pulirete","Con 'voi' i verbi in -isc NON prendono -isc: voi pulite, voi capite."
"Essere: io + femminile","'Io ___ stanca.' Chi parla?","una donna","un uomo","un ragazzo","un bambino","'Stanca' finisce in -a, quindi è femminile. Una donna dice: Io sono stanca."
"Essere: loro + accordo","'Le mie sorelle ___ molto simpatic___.' Quali forme sono corrette?","sono / -he","è / -he","sono / -o","siamo / -he","'Essere' con loro: sono. L'aggettivo concorda col femminile plurale: simpatiche (-he)."
"Essere: lui/lei – nazionalità","'La mia amica ___ spagnola.' Qual è la forma corretta?","è","sei","sono","siamo","'Essere' con lei: lei è. La nazionalità usa 'essere': Lei è spagnola."
"Essere: voi","'Voi ___ pronti per l'esame?' Qual è la forma corretta?","siete","siate","sei","siamo","'Essere' con voi: voi siete. Esempio: Voi siete pronti, voi siete italiani."
"Essere: io + professione","'Io ___ insegnante.' Qual è la forma corretta?","sono","ho","faccio","sto","In italiano per la professione si usa 'essere': Io sono insegnante."
"Avere: tu – età","'Tu ___ venticinque anni.' Qual è la forma corretta?","hai","sei","hai avuto","avete","In italiano l'età usa 'avere': Tu hai venticinque anni (non 'sei')."
"Avere: lei – espressione","'Maria ___ sempre ragione.' Qual è la forma corretta?","ha","è","hai","hanno","'Avere ragione' è un'espressione fissa: lui/lei ha ragione."
"Avere: io – fame","'Io ___ molta fame.' Qual è la forma corretta?","ho","sono","sto","ha","In italiano la fame usa 'avere': Io ho fame, io ho sete, io ho freddo."
"Avere: voi","'Voi ___ bisogno di aiuto?' Qual è la forma corretta?","avete","avite","abbiamo","hanno","'Avere' con voi: voi avete. 'Avere bisogno di' = avere necessità di."
"Avere: loro – paura","'Le bambine ___ paura del buio.' Qual è la forma corretta?","hanno","ha","avono","abbiamo","'Avere' con loro: loro hanno. 'Avere paura' usa il verbo 'avere'."
"Articolo: lo – psicologo","Quale articolo va con 'psicologo'?","lo","il","la","l'","'Lo' si usa con nomi che iniziano con ps: lo psicologo, lo pseudonimo."
"Articolo: lo – gnomo","Quale articolo va con 'gnomo'?","lo","il","la","l'","'Lo' si usa con nomi che iniziano con gn: lo gnomo, lo gnocco."
"Articolo: l' – maschile","Quale articolo va con 'amico'?","l'","il","lo","gli","'L'' si usa con nomi maschili singolari che iniziano con vocale: l'amico, l'uomo."
"Articolo: gli – vocale","Quale articolo va con 'amici'?","gli","i","l'","le","'Gli' è il plurale di 'l'' maschile: l'amico → gli amici, l'uomo → gli uomini."
"Articolo: gli – zaini","Quale articolo va con 'zaini'?","gli","i","lo","le","'Gli' è il plurale di 'lo': lo zaino → gli zaini, lo studente → gli studenti."
"Articolo: le – amiche","Quale articolo va con 'amiche'?","le","gli","l'","la","'Le' è il plurale di 'l'' femminile e di 'la': l'amica → le amiche."
"Articolo: gli – italiani","'___ italiani mangiano bene.' Qual è la forma corretta?","Gli","I","Le","Lo","'Italiani' inizia con vocale, quindi si usa 'gli': gli italiani, gli americani."
"Articolo: scelta in frase","'Ho comprato ___ zucchero.' Qual è la forma corretta?","lo","il","la","l'","'Zucchero' inizia con z, quindi si usa 'lo': lo zucchero."
"Genere: -ione femminile","Quale parola è femminile?","stazione","mattino","palazzo","tavolo","Le parole che finiscono in -ione sono femminili: la stazione, la lezione."
"Genere: -ema maschile","'Il ___ è interessante.' Quale parola completa la frase?","problema","scuola","casa","donna","Le parole che finiscono in -ema sono maschili: il problema, il sistema, il tema."
"Plurale: -co → -chi","Qual è il plurale di 'parco'?","parchi","parci","parche","parcho","I nomi maschili in -co spesso fanno il plurale in -chi: parco → parchi, banco → banchi."
"Plurale: -go → -ghi","Qual è il plurale di 'lago'?","laghi","lagi","laghe","lagho","I nomi maschili in -go fanno il plurale in -ghi: lago → laghi, luogo → luoghi."
"Plurale: -ca → -che","Qual è il plurale di 'banca'?","banche","banci","bancae","banca","I nomi femminili in -ca fanno il plurale in -che: banca → banche, amica → amiche."
"Plurale: -cia → -ce","Qual è il plurale di 'arancia'?","arance","arancie","arancee","arancia","I nomi in -cia (senza accento sulla i) fanno il plurale in -ce: arancia → arance."
"Plurale: invariabile","Qual è il plurale di 'città'?","città","cittài","cittàe","cittàs","I nomi con l'accento sull'ultima vocale non cambiano al plurale: la città → le città."
"Negazione: non + -isc","Quale frase è corretta?","Io non capisco la domanda.","Io non capiscio la domanda.","Io capisco non la domanda.","Non io capisco la domanda.","'Non' va prima del verbo: Io non capisco. Il verbo 'capire' fa io capisco."
"Negazione: non + c'è","Quale frase è corretta?","Non c'è nessuno in casa.","C'è non nessuno in casa.","No c'è nessuno in casa.","Non è ci nessuno in casa.","Per negare 'c'è' si mette 'non' prima: Non c'è nessuno."
"Negazione: non + avere espressione","'Marco ___ ha paura.' Come si completa?","non","no","niente","mai non","Per negare si usa 'non' prima del verbo: Marco non ha paura."
"Negazione: non in domanda","'Perché tu non ___?' Quale forma è corretta?","mangi","mangiare","non mangi","mangiate","Nelle domande negative 'non' è già presente: Perché tu non mangi?"
"C'è / Ci sono: con molto","'___ molta gente in piazza.' Qual è la forma corretta?","C'è","Ci sono","Ci sta","È","'Gente' è singolare in italiano, quindi si usa 'c'è': C'è molta gente."
"C'è / Ci sono: lista","'In cucina ___ il pane e il latte.' Qual è la forma corretta?","ci sono","c'è","sono","è","Con due o più cose si usa 'ci sono': Ci sono il pane e il latte."
"C'è / Ci sono: negativo plurale","'Non ___ problemi.' Qual è la forma corretta?","ci sono","c'è","sono","è","'Problemi' è plurale, quindi: Non ci sono problemi."
"C'è / Ci sono: con un/una","'___ una farmacia qui vicino?' Qual è la forma corretta?","C'è","Ci sono","È","Sta","Con un nome singolare si usa 'c'è': C'è una farmacia?"
"C'è / Ci sono: informale","'Nella mia classe ___ trenta studenti.' Qual è la forma corretta?","ci sono","c'è","c'hanno","c'erano","'Studenti' è plurale, quindi: Ci sono trenta studenti nella mia classe."
