"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Viaggi: la destinazione","Come si chiama il posto dove vuoi andare?","la destinazione","la partenza","la fermata","il percorso","La destinazione è il posto dove vuoi arrivare. Per esempio: la mia destinazione è Firenze."
"Viaggi: il volo","'Il mio ___ per Londra parte alle 8 dal gate 12.' Quale parola completa la frase?","il volo","il viaggio","la crociera","il trasferimento","Il volo è il viaggio che fai in aereo. Per esempio: il mio volo parte alle 8 di mattina."
"Viaggi: l'albergo","Come si chiama il posto dove dormi quando sei in vacanza in un'altra città?","l'albergo","il ristorante","il museo","il negozio","L'albergo (o hotel) è il posto dove dormi quando viaggi. Puoi prenotare una camera singola o doppia."
"Viaggi: la camera","Come si chiama la stanza dove dormi in albergo?","la camera","la reception","la hall","il piano","La camera è la stanza dell'albergo. Puoi prenotare una camera singola, doppia o matrimoniale."
"Viaggi: il check-in","Come si chiama il momento in cui ti registri in albergo o in aeroporto?","il check-in","il check-out","la prenotazione","la partenza","Il check-in è quando ti registri. In albergo ricevi la chiave della camera; in aeroporto ricevi la carta d'imbarco."
"Viaggi: la vacanza","Come si chiama il periodo in cui non lavori e viaggi per divertirti?","la vacanza","il lavoro","il viaggio","il weekend","La vacanza è il periodo di riposo in cui puoi viaggiare e divertirti. Per esempio: vado in vacanza al mare."
"Indicazioni: a destra","Esci dal museo e giri verso la mano con cui scrivi (se non sei mancino). In che direzione vai?","a destra","a sinistra","dritto","indietro","A destra è il contrario di a sinistra. Se qualcuno dice 'gira a destra', giri verso la mano destra."
"Indicazioni: a sinistra","Qual è il contrario di 'a destra'?","a sinistra","a destra","dritto","in avanti","A sinistra è il contrario di a destra. Giri verso la mano sinistra."
"Indicazioni: dritto","Come vai se non giri né a destra né a sinistra?","dritto","a destra","a sinistra","indietro","Dritto significa andare avanti senza girare. Per esempio: vai sempre dritto per 200 metri."
"Indicazioni: l'incrocio","Come si chiama il punto dove due strade si incontrano?","l'incrocio","il semaforo","la rotonda","il ponte","L'incrocio è il punto dove due o più strade si incontrano. All'incrocio puoi girare a destra o a sinistra."
"Indicazioni: il semaforo","Come si chiama l'oggetto con le luci rosse, gialle e verdi che regola il traffico?","il semaforo","l'incrocio","il cartello","la rotonda","Il semaforo ha tre luci: rossa (fermati), gialla (attenzione) e verde (vai). Regola il traffico."
"Indicazioni: la rotonda","Come si chiama la strada circolare dove le macchine girano in tondo?","la rotonda","l'incrocio","il semaforo","il ponte","La rotonda è una strada circolare. Le macchine girano in tondo e scelgono l'uscita giusta."
"Indicazioni: il ponte","Come si chiama la struttura che attraversa un fiume o una strada?","il ponte","il tunnel","l'incrocio","la rotonda","Il ponte è una struttura che passa sopra un fiume o una strada. Per esempio: attraversa il ponte sul fiume."
"Indicazioni: l'angolo","'Il bar è all'___ della strada.' Quale parola completa la frase?","l'angolo","l'incrocio","la rotonda","il semaforo","L'angolo è il punto dove due strade si incontrano e formano una curva. Per esempio: il bar è all'angolo."
"Indicazioni: di fronte a","Dove si trova qualcosa che è esattamente davanti a te, dall'altra parte della strada?","di fronte a","accanto a","dietro a","lontano da","'Di fronte a' significa dall'altra parte, davanti a te. Per esempio: la farmacia è di fronte al bar."
"Indicazioni: accanto a","Come dici che qualcosa è molto vicino, proprio a fianco?","accanto a","di fronte a","dietro a","lontano da","'Accanto a' significa proprio vicino, a fianco. Per esempio: la banca è accanto al supermercato."
"Indicazioni: vicino a","Come dici che un posto non è lontano?","vicino a","lontano da","dietro a","di fronte a","'Vicino a' è il contrario di 'lontano da'. Per esempio: la fermata è vicino a casa mia."
"Indicazioni: lontano da","Come dici che un posto è a grande distanza?","lontano da","vicino a","accanto a","di fronte a","'Lontano da' è il contrario di 'vicino a'. Per esempio: l'aeroporto è lontano dal centro."
"Indicazioni: attraversare","Quale verbo usi quando passi dall'altra parte della strada?","attraversare","girare","tornare","fermarsi","Attraversare significa passare dall'altra parte. Per esempio: attraversa la piazza e poi gira a destra."
"Indicazioni: la piazza","Come si chiama il grande spazio aperto nel centro di una città italiana?","la piazza","la strada","il viale","il vicolo","La piazza è uno spazio aperto nel centro della città. Molte città italiane hanno una piazza famosa."
"Indicazioni: il marciapiede","Come si chiama la parte della strada dove camminano le persone?","il marciapiede","la carreggiata","il binario","il parcheggio","Il marciapiede è la parte della strada per i pedoni (le persone che camminano)."
"Viaggi: la guida turistica","Come si chiama il libro con informazioni sui posti da visitare?","la guida turistica","il romanzo","il giornale","il dizionario","La guida turistica è un libro con informazioni sui posti da visitare, i ristoranti e gli alberghi."
"Viaggi: l'andata e ritorno","Come si chiama il biglietto per andare e tornare?","l'andata e ritorno","la sola andata","l'abbonamento","il supplemento","L'andata e ritorno è un biglietto per il viaggio di andata e anche per quello di ritorno."
"Viaggi: la sola andata","Come si chiama il biglietto solo per andare, senza ritorno?","la sola andata","l'andata e ritorno","il biglietto base","la prenotazione","La sola andata è un biglietto per andare in un posto senza il viaggio di ritorno."
"Trasporto: convalidare","Cosa devi fare con il biglietto del treno regionale prima di salire?","convalidare","comprare","prenotare","cancellare","Convalidare significa timbrare il biglietto nella macchinetta. In Italia devi convalidare il biglietto dei treni regionali."
"Indicazioni: la cartina","Come si chiama il foglio con il disegno delle strade di una città?","la cartina","il biglietto","il giornale","la guida turistica","La cartina (o mappa) è un foglio con il disegno delle strade. Ti aiuta a trovare la strada giusta."
