"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Modo di dire: chiudere un occhio","Sul ritardo degli studenti, il professore ha deciso di ___.","chiudere un occhio","dare nell'occhio","costare un occhio","tenere d'occhio","'Chiudere un occhio' significa tollerare qualcosa. 'Dare nell'occhio' significa farsi notare, 'costare un occhio' significa essere molto caro, 'tenere d'occhio' significa sorvegliare."
"Modo di dire: avere la coda di paglia","Chi reagisce male anche a critiche generiche, probabilmente ___.","ha la coda di paglia","ha la botte piena","ha il pollice verde","ha le mani d'oro","'Avere la coda di paglia' significa sentirsi colpevoli e reagire in modo esagerato alle critiche, anche quando non sono dirette a sé."
"Modo di dire: acqua in bocca","Ti racconto un segreto, ma mi raccomando: ___!","acqua in bocca","in bocca al lupo","a bocca aperta","di bocca buona","'Acqua in bocca' significa mantenere il segreto. 'In bocca al lupo' è un augurio di buona fortuna, 'a bocca aperta' significa stupito, 'di bocca buona' significa poco esigente nel mangiare."
"Modo di dire: dare i numeri","Oggi il mio collega ___: ha proposto idee assurde tutto il giorno.","dava i numeri","gettava la spugna","tirava le cuoia","contava i minuti","'Dare i numeri' significa comportarsi in modo strano o dire cose senza senso. 'Gettare la spugna' significa arrendersi, 'tirare le cuoia' significa morire, 'contare i minuti' significa aspettare con impazienza — nessuno si adatta al contesto di proporre idee assurde."
"Modo di dire: avere il pollice verde","Mia nonna ___: il suo giardino è sempre bellissimo.","ha il pollice verde","ha la luna storta","ha il cuore in gola","ha la puzza sotto il naso","'Avere il pollice verde' significa essere bravi a coltivare piante e fiori."
"Modo di dire: rompere il ghiaccio","All'inizio della festa nessuno parlava, poi Marco ha ___.","rotto il ghiaccio","gettato la spugna","perso la bussola","preso il volo","'Rompere il ghiaccio' significa superare l'imbarazzo iniziale in una situazione sociale."
"Modo di dire: prendere il toro per le corna","Invece di rimandare, ha deciso di ___ e affrontare il problema.","prendere il toro per le corna","menare il can per l'aia","mettere il carro davanti ai buoi","far di tutta l'erba un fascio","'Prendere il toro per le corna' significa affrontare un problema con decisione e coraggio."
"Modo di dire: gettare la spugna","Dopo mesi di tentativi inutili, alla fine ha ___.","gettato la spugna","preso il volo","perso la testa","rotto il ghiaccio","'Gettare la spugna' significa arrendersi, rinunciare. Viene dal mondo della boxe."
"Modo di dire: menare il can per l'aia","Smettila di ___ e dimmi la verità!","menare il can per l'aia","prendere il toro per le corna","rompere il ghiaccio","gettare la spugna","'Menare il can per l'aia' significa evitare di arrivare al punto, tergiversare."
"Modo di dire: mettere il carro davanti ai buoi","Non ___: prima finisci gli studi, poi pensa al lavoro.","mettere il carro davanti ai buoi","cercare il pelo nell'uovo","prendere lucciole per lanterne","rompere il ghiaccio","'Mettere il carro davanti ai buoi' significa fare le cose nell'ordine sbagliato, anticipare i tempi."
"Modo di dire: cercare il pelo nell'uovo","Il revisore ___ in ogni documento: è estremamente pignolo.","cerca il pelo nell'uovo","mette il carro davanti ai buoi","prende il toro per le corna","getta la spugna","'Cercare il pelo nell'uovo' significa essere eccessivamente pignoli, cercare difetti dove non ce ne sono."
"Modo di dire: fare di tutta l'erba un fascio","Non puoi ___: non tutti i politici sono disonesti.","fare di tutta l'erba un fascio","gettare la spugna","rompere il ghiaccio","battere la fiacca","'Fare di tutta l'erba un fascio' significa generalizzare ingiustamente, trattare tutti allo stesso modo senza distinguere."
"Modo di dire: avere le mani bucate","Non riesce a risparmiare: ___.","ha le mani bucate","ha il pollice verde","ha la testa tra le nuvole","ha il cuore in gola","'Avere le mani bucate' significa spendere troppo, non riuscire a tenere i soldi."
"Modo di dire: essere al verde","Non posso uscire stasera: ___.","sono al verde","sono al settimo cielo","sono in gamba","sono alle stelle","'Essere al verde' significa non avere soldi. 'Essere al settimo cielo' significa essere felicissimi, 'essere in gamba' significa essere capaci."
"Modo di dire: avere un diavolo per capello","Quando ha scoperto l'errore, il capo era furioso: ___.","aveva un diavolo per capello","aveva le mani bucate","aveva il pollice verde","aveva la testa tra le nuvole","'Avere un diavolo per capello' significa essere furiosi, molto arrabbiati."
"Modo di dire: piantare in asso","Mi ha ___ proprio quando avevo bisogno di aiuto.","piantato in asso","messo le ali","tirato in ballo","preso in giro","'Piantare in asso' significa abbandonare qualcuno improvvisamente, lasciarlo solo in un momento di bisogno. 'Prendere in giro' significa deridere."
"Modo di dire: cadere dalle nuvole","Quando gli ho dato la notizia, è ___.","caduto dalle nuvole","caduto in piedi","andato in fumo","andato in bianco","'Cadere dalle nuvole' significa rimanere molto sorpresi perché non si sapeva nulla. 'Cadere in piedi' significa uscire bene da una situazione difficile, 'andare in fumo' significa svanire, 'andare in bianco' significa fallire — nessuno indica sorpresa per ignoranza dei fatti."
"Modo di dire: spezzare una lancia","Voglio ___ a favore del mio collega: ha lavorato molto.","spezzare una lancia","rompere il ghiaccio","gettare la spugna","tagliare la corda","'Spezzare una lancia a favore di qualcuno' significa difendere o sostenere qualcuno pubblicamente."
"Modo di dire: battere il ferro finché è caldo","L'affare è favorevole adesso: dobbiamo ___.","battere il ferro finché è caldo","chiudere un occhio","menare il can per l'aia","gettare la spugna","'Battere il ferro finché è caldo' significa approfittare di un momento favorevole senza aspettare."
