"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Phrasal verb: 3-word tricky","How do you ___ people who constantly interrupt you?","put up with","put up to","put down with","put out with","'Put up with' means to tolerate. 'Put up to' means to encourage someone to do something (usually bad). 'Put down with' and 'put out with' are not real phrasal verbs."
"Phrasal verb: separable mandatory","The company had to ___ fifty workers ___ due to budget cuts.","lay ... off","lay ... down","lay ... up","lay ... out","'Lay off' means to terminate employment. It's separable, and with a noun object it can go between or after. 'Lay down' means to put down or establish rules; 'lay out' means to arrange or display."
"Phrasal verb: particle changes meaning","We need to ___ the car before the long drive — the tank is almost empty.","fill up","fill in","fill out","fill off","'Fill up' means to make completely full, which fits a fuel tank. 'Fill in' and 'fill out' mean to complete a form or document. 'Fill off' doesn't exist as a phrasal verb."
"Phrasal verb: 3-word inseparable","I'm really ___ the concert next week.","looking forward to","looking up to","looking over to","looking out to","'Look forward to' means to anticipate with pleasure. 'Look up to' means to admire someone. 'Looking over to' and 'looking out to' are not standard phrasal verbs meaning to anticipate."
"Phrasal verb: tricky separation","The teacher asked the students to ___ their essays ___ by Friday.","hand ... in","hand ... up","hand ... on","hand ... off","'Hand in' means to submit. It's separable: 'hand their essays in.' 'Hand on' means to pass to the next person; 'hand off' means to transfer responsibility."
"Cleft: it-cleft","___ the broken lock that allowed the burglars to get in.","It was","What was","It were","Is been","It-cleft: 'It was + noun phrase + that-clause' puts focus on the broken lock as the cause. 'What was' would start a wh-cleft and need restructuring. 'It were' has subject-verb agreement failure. 'Is been' is not a valid verb form."
"Cleft: what-cleft","___ really annoys me is people talking during movies.","What","It","That","The thing what","What-cleft: 'What + clause + is/was + focused element.' 'The thing what' is ungrammatical — it should be 'The thing that.' 'It' would need a different structure."
"Cleft: what-cleft vs it-cleft","___ I need is a good night's sleep.","What","It","All what","The what","What-cleft: 'What I need is...' focuses on the complement. 'All what' is ungrammatical — it should be 'All that' or just 'All.' 'It' would need 'It is... that I need.'"
"Cleft: all-cleft","___ she did was apologize and leave.","All","What all","It that","The all","'All + clause' is a type of cleft: 'All she did was...' emphasizes the limited nature of the action. 'What all' is redundant and non-standard in this position."
"Cleft: the thing","___ bothers me most is his complete lack of honesty.","The thing that","The thing what","It that","What thing","'The thing that' introduces a cleft focusing on the subject. 'The thing what' is non-standard grammar. 'What thing' would be a question form."
"Cleft: emphasis on time","___ last Tuesday that the committee finally reached a decision, not on Monday.","It was","What was","When was","There was","It-cleft focusing on a time expression: 'It was last Tuesday that...' The it-cleft emphasizes the corrected element. 'What was' and 'When was' would start questions, not cleft statements; 'There was' doesn't fit the cleft pattern."
"Cleft: what-cleft with do","___ she does every morning is go for a run by the river.","What","It","All what","The which","What-cleft with 'do': 'What she does is...' focuses on the activity. 'All what' is ungrammatical; 'The which' is not a valid cleft construction."
"Cleft: it-cleft with reason","___ because of the traffic that we arrived late, not because we overslept.","It was","What was","It were","Is was","It-cleft focusing on a reason: 'It was because of... that...' This structure lets you correct a misconception by emphasizing the real cause. 'What was' cannot head this cleft pattern. 'It were' has subject-verb agreement failure, and 'Is was' stacks two finite verbs, both ungrammatical."
"Cleft: complex what-cleft","___ we need to do is reconsider the entire approach.","What","It","All what","Which","What-cleft with 'need to do': 'What we need to do is...' focuses on the necessary action. 'All what' is ungrammatical — use 'All that' or 'All' instead."
"Cleft: negative it-cleft","___ his talent that got him the job — it was his connections.","It wasn't","What wasn't","It weren't","Wasn't been","Negative it-cleft: 'It wasn't X that... — it was Y' is used to correct assumptions. 'What wasn't' cannot head this cleft pattern. 'It weren't' has subject-verb agreement failure, and 'Wasn't been' is not a valid verb form."
