"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Consequently: form of the following clause","Funding was cut by 40%. Consequently, three research projects _____.","were suspended","was suspended","were suspend","been suspended","After 'consequently', a well-formed clause is required. Subject-verb agreement ('three projects were'), correct participle ('suspended'), and a finite verb are all needed. The distractors each violate one of these."
"Indeed: intensifying the previous statement","The experiment confirmed our hypothesis. Indeed, the effect _____ even stronger than predicted.","was","were","been","being","'Indeed' must be followed by a well-formed clause. 'The effect was' takes a singular verb; '*were', '*been', and '*being' are all ungrammatical as the main verb of this clause."
"Collocation: make + decision","After weeks of deliberation, they finally _____ a decision.","made","did","maked","doed","English uses 'make a decision'. 'Did a decision' is not a standard collocation, and '*maked' and '*doed' are not English verb forms."
"Collocation: make + effort","The team _____ every effort to meet the client's deadline, even working weekends.","made","did","took","put","'Make an effort' is a fixed collocation. 'Did/took/put an effort' are not standard English collocations, though 'put in effort' (with 'in') would be acceptable."
"Collocation: do + damage","The storm _____ considerable damage to the coastline.","did","doed","done","was done","'Do damage' is the standard collocation. '*doed' is not a word, '*done' without an auxiliary cannot be a finite past verb, and '*was done' would require a passive construction with a different subject."
"Collocation: heavy + rain","We had to cancel the match because of the _____ rain.","heavy","heavies","heavily","heavyer","'Heavy rain' is the fixed collocation. '*heavies' is not an adjective, '*heavily' is an adverb (cannot modify a noun), and '*heavyer' is not a valid comparative form."
"Collocation: heavy + traffic","Despite leaving early, she was stuck in _____ traffic for over two hours and missed her flight.","heavy","heavily","heavier","the heavy","'Heavy traffic' is a fixed collocation. '*heavily' is an adverb and cannot modify a noun directly, '*heavier' needs 'than' for a comparison, and '*the heavy' conflicts with the uncountable use here."
"Collocation: great + achievement","Winning the scholarship was a _____ achievement for her.","great","greatly","greater than","the great","'A great achievement' is the standard collocation. '*greatly' is an adverb, '*greater than' needs a comparison, and 'the great' would require definite reference, not the existential 'was a'."
"Collocation: large + amount","The project required a _____ amount of funding.","large","largely","the large","much large","'A large amount' needs a bare adjective. '*largely' is an adverb (wrong part of speech before a noun), '*the large' conflicts with the indefinite 'a', and '*much large' is ungrammatical."
"Collocation: heavy + smoker","Her doctor warned her that being a _____ smoker would shorten her life.","heavy","heavily","heavies","heavyly","'Heavy smoker' is a fixed collocation. '*heavily' is an adverb and cannot modify a noun, and '*heavies' and '*heavyly' are not English words."
"Collocation: make + progress","The patient has _____ remarkable progress since the surgery.","made","maked","make","making","'Has made progress' is the collocation and requires a past participle after 'has'. '*maked' is not a word, and bare '*make' or '*making' cannot follow 'has' as the main verb here."
"Lay vs lie: present participle of transitive 'lay'","The workers spent the morning _____ new carpet throughout the office.","laying","lying","laining","layed","The present participle of transitive 'lay' (to put down) is 'laying'. 'Lying' is the participle of intransitive 'lie' (to recline) and cannot take an object. '*laining' and '*layed' are not English words."
"Lay vs lie: past of intransitive 'lie'","She felt dizzy, so she _____ down on the sofa for an hour.","lay","lainn","lieing","lyed","The past tense of intransitive 'lie' (to recline) is 'lay'. '*lainn', '*lieing', and '*lyed' are not English words."
"Lay vs lie: past participle of 'lie'","He had _____ in bed all morning before anyone found him.","lain","lay","lainned","lien","The past participle of intransitive 'lie' is 'lain'. 'Had lay' is ungrammatical (past tense cannot follow 'had'), and '*lainned' and '*lien' are not English words."
"Lay vs lie: past of transitive 'lay'","She _____ the baby gently in the crib and tiptoed out.","laid","lay","lainned","layed","'Laid' is the past tense of transitive 'lay' (to put down). 'Lay' is the present/base form, not the past tense. '*lainned' and '*layed' are not English words."
"Lay vs lie: present participle of 'lie'","The cat has been _____ on my laptop all afternoon.","lying","lieing","lainning","lien","The present participle of intransitive 'lie' is 'lying'. '*lieing', '*lainning', and '*lien' are not English words."
"Affect vs effect: verb","The new regulations will _____ thousands of small businesses.","affect","effects","affection","affected","The verb meaning 'to influence' is 'affect'. '*effects' is a noun (and plural, so it can't follow 'will'), '*affection' is an unrelated noun, and '*affected' is a past form that cannot follow the modal 'will'."
"Effect as a verb: form","The new CEO vowed to _____ sweeping changes within her first year.","effect","effects","effected","effecting","After 'to', English requires the bare infinitive. '*effects' is a third-person singular form, '*effected' is a past form, and '*effecting' is a participle — none can follow 'to'."
"Affect as a noun: form","The patient displayed a flat _____, showing no emotional response.","affect","affects","affected","affecting","The noun slot after 'a flat' requires a singular noun. '*affects' is plural, '*affected' is an adjective/past participle, and '*affecting' is a participle — none work as a count noun after 'a'."
"Effects: plural noun subject","The _____ of sleep deprivation on memory are well documented.","effects","effect","effecting","affected","A plural subject is required to agree with 'are'. '*effect' is singular, and '*effecting' and '*affected' are not nouns that can head this subject."
"Fewer vs less: countable plural","There are _____ students enrolled this year than last year.","fewer","fewest","less of","fewer of","'Fewer' is used with countable plural nouns in comparative constructions. '*fewest' is a superlative (requires 'the'), and '*less of' and '*fewer of' require a determiner after 'of' ('less of the students')."
"Less with distance","The airport is _____ than ten miles from here.","less","littler","lesser","leaster","'Less' is used with measurements of distance even when technically countable. '*littler' is a nonstandard comparative, '*lesser' means 'smaller in importance', not quantity, and '*leaster' is not a word."
"Less with sums of money","The repair cost _____ than £500.","less","littler","leaster","lesslier","A total sum of money takes 'less'. '*littler', '*leaster', and '*lesslier' are not valid English comparatives."
"Fewer with countable people","_____ than fifty delegates attended the second day of the conference.","Fewer","Fewest","Fewerer","Few than","A comparative with countable plural nouns uses 'fewer'. '*fewest' is a superlative, '*fewerer' is not a word, and '*few than' is ungrammatical."
"Lend: direction and form","Could you _____ me your umbrella until tomorrow?","lend","lended","lent","lending","The request needs the bare infinitive after 'could you'. '*lended' is not a word (past of lend is 'lent'), '*lent' is a past form that cannot follow 'could', and '*lending' is a participle."
"Borrow: form after modal","Can I _____ your charger for a few minutes?","borrow","borrowed","borrowing","borrows","After the modal 'can', English requires the bare infinitive. '*borrowed', '*borrowing', and '*borrows' are all finite or participial forms and cannot follow 'can'."
"Owe: present tense form","You paid for my lunch, so now I _____ you £15.","owe","owes","owing","oweing","First-person present requires the bare form 'owe'. '*owes' is third-person (wrong agreement with 'I'), '*owing' is a participle and cannot be a finite verb, and '*oweing' is a nonexistent spelling."
"Lend: past tense (irregular)","She _____ him her car last weekend.","lent","lended","lended out","lendt","The past of 'lend' is 'lent'. '*lended', '*lended out', and '*lendt' are not English words or forms."
"Reported speech: pronoun + past perfect form","She told me she _____ the email before the meeting started.","had sent","had sended","had been send","was been sent","Past perfect is 'had + past participle'. '*had sended' uses a nonexistent form, '*had been send' omits the participle, and '*was been sent' is ungrammatical."
"Third conditional: form of the if-clause","If they _____ earlier, they would have caught the train.","had left","had leaved","would had left","had leaving","The third conditional if-clause is 'had + past participle'. '*had leaved' is a nonexistent form, '*would had' is ungrammatical, and '*had leaving' uses a bare present participle where a past participle is required."
"Mixed conditional: past condition, present result","If I _____ that job in Tokyo, I would be living in Japan now.","had taken","had took","would had taken","had been took","The past condition in a mixed conditional takes past perfect: 'had + past participle'. '*had took', '*would had taken', and '*had been took' all use nonexistent or ungrammatical forms."
"Discourse: that said — form","The hotel was overpriced. _____, the location was unbeatable.","That said","That saying","That been said","That say","'That said' is a fixed discourse marker. '*That saying', '*That been said', and '*That say' are not valid forms of this expression."
"Discourse: thereby + participle","She moved production in-house, _____ cutting costs by 20%.","thereby","thereby she","thereby was","thereby to","'Thereby' attaches directly to a present participle ('cutting'). '*thereby she' adds a redundant subject, '*thereby was' inserts a finite verb, and '*thereby to' introduces an infinitive where the structure requires -ing."
"Collocation: do + justice","The photograph doesn't _____ justice to the actual landscape.","do","does","doing","doed","After the auxiliary 'doesn't', English requires the bare infinitive 'do'. '*does', '*doing', and '*doed' cannot follow 'doesn't'."
