"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Wish: about the future","I wish tomorrow ___ a holiday, but unfortunately it's not.","were","will be","is","has been","For wishes about an unreal present/near-future state, use the past subjunctive. 'Were' (not 'was') is the subjunctive form. 'Will be', 'is', and 'has been' are all ungrammatical after 'wish' in this sense."
"Wish: if only with would","If only the government ___ more about climate change! I keep writing to my MP but nothing happens.","would do","would did","does","is doing","'If only + would + base form' expresses frustration about an ongoing situation. 'Would did' mixes modal with past tense, 'does' and 'is doing' are present forms that are ungrammatical after 'if only' in this sense."
"Modals of deduction: must have vs had to","Look at her red eyes. She ___ crying before we arrived.","must have been","must been","must have being","must had been","'Must have + past participle' is a deduction about the past based on present evidence. The distractors use impossible verb forms (missing 'have', wrong participle, or doubled auxiliary)."
"Modals of deduction: can't have (past)","She ___ the message. Her phone was switched off all day.","can't have received","can't received","can't have receive","couldn't have receiving","'Can't have + past participle' expresses certainty that something didn't happen in the past. The distractors use impossible verb forms (missing 'have', missing participle ending, or wrong -ing form)."
"Modals of deduction: must vs can't (present)","The lights are on and I can hear music. Someone ___ home.","must be","must being","must to be","musts be","'Must be' expresses a strong present deduction based on evidence. The distractors use impossible forms: modals are not followed by -ing or 'to', and modals do not take -s."
"Modals of deduction: couldn't have","He ___ the whole cake by himself. It was enormous!","couldn't have eaten","couldn't have ate","couldn't has eaten","couldn't have eating","'Couldn't have + past participle' expresses disbelief about a past event. The distractors use the wrong participle form ('ate' not 'eaten'), wrong auxiliary agreement ('has' after modal), or -ing form after 'have'."
"Modals of deduction: may have vs must have","She's not answering her phone. She ___ asleep, but I'm not sure.","may have fallen","may fallen","may have fell","may have falling","'May have + past participle' expresses possibility about a past event. The distractors use impossible forms: missing 'have', wrong past tense instead of participle, or -ing instead of participle."
"Modals of deduction: must have vs had to (tricky)","The exam was compulsory. Every student ___ take it.","had to","must have","have to","musted","'Had to' is the past tense of 'must' for obligations. 'Must have' + base form is ungrammatical (needs past participle), 'have to' produces a subject-verb agreement error after 'Every student', and 'musted' is not a real word."
"Modals of deduction: can't have vs couldn't","He ___ been at the meeting yesterday. I saw him at the airport.","can't have","can't had","couldn't been","can't having","'Can't have + past participle' deduces it was impossible he attended. The distractors use impossible auxiliary forms: 'can't had' (modal + past), 'couldn't been' (missing 'have'), 'can't having' (wrong form)."
"Modals of deduction: might have","Where's my wallet? I ___ it at the restaurant.","might have left","might left","might have leave","might having left","'Might have + past participle' expresses possibility about a past event. The distractors use impossible forms: missing 'have', base form instead of participle, or -ing after 'might'."
"Modals of deduction: present must be","You've been working all day without eating. You ___ starving!","must be","must been","mays be","musts being","'Must be' makes a present deduction about a current state based on evidence. The distractors use impossible forms: 'must been' is missing 'have', modals do not take -s, and 'musts being' is doubly wrong."
"Modals of deduction: can't be (present)","That ___ Sarah at the door. She's on holiday in Japan.","can't be","can't being","can't to be","cans't be","'Can't be' expresses a strong present deduction that something is impossible. The distractors use impossible forms: 'can't being' (wrong form after modal), 'can't to be' ('to' after modal), 'cans't be' (nonword)."
"Relative clauses: that vs which","The book ___ I borrowed from the library was fascinating.","that","whom","who","whose","In a defining relative clause identifying which specific book, 'that' is preferred. 'Who' and 'whom' are for people, not things. 'Whose' shows possession, which doesn't fit here."
"Relative clauses: non-defining with which","My car, ___ I bought last year, has already broken down twice.","which","that","what","it which","Non-defining relative clauses (with commas) require 'which', not 'that'. The clause adds extra information about a car already identified as 'my car'."
"Relative clauses: whose vs of which","That's the company ___ CEO resigned last week.","whose","which","of whom","who's","'Whose' shows possession for both people and things. 'Who's' means 'who is'. 'Of which the CEO' is possible but very formal; 'whose' is the natural choice."
"Relative clauses: where vs in which","The hotel ___ we stayed was right on the beach.","where","which","in where","that","'Where' replaces 'in/at which' for places. 'In where' is redundant since 'where' already contains the preposition meaning. 'That' would need 'that we stayed in'."
"Relative clauses: that restriction","My sister, ___ lives in Berlin, is visiting next month.","who","that","which","whom","In non-defining relative clauses (with commas), 'that' cannot be used. You must use 'who' for people. This clause adds extra info about an already-identified person."
"Relative clauses: in which (formal)","2020 was the year ___ everything changed.","in which","where at","which","what","'In which' is the formal equivalent of 'when' for time expressions. 'Which' alone is incomplete; you'd need 'which everything changed in'. 'Where at' is non-standard."
"Relative clauses: whose for things","I found a tree ___ branches had been struck by lightning.","whose","which","that its","of where","'Whose' works for both people and things to show possession. 'That its' is not grammatically valid as a relative pronoun construction."
"Relative clauses: whom (formal)","The professor ___ I spoke to recommended this textbook.","whom","whose","which","who to","'Whom' is the object form, correct here because the professor receives the action (I spoke to the professor). In formal writing, 'to whom I spoke' is also used."
"Relative clauses: omitting the pronoun","Is this the film ___ you were telling me about?","(no word needed)","which it","what","whom","When the relative pronoun is the object of the clause, it can be omitted entirely in defining clauses. 'Which it' adds an unnecessary extra pronoun."
"Relative clauses: non-defining with where","I went back to Edinburgh, ___ I was born.","where","that","in that","which place","Non-defining clauses about places use 'where' (set off by commas). 'That' cannot be used in non-defining clauses. 'Which place' is not a relative pronoun."
"So/such...that: so + adjective","The suitcase was ___ heavy that I couldn't lift it.","so","such","such a","very","'So + adjective + that' is the correct pattern. 'Such' requires a noun phrase. 'Very' doesn't connect to the 'that' result clause."
"So/such...that: such + a + noun","It was ___ difficult exam that half the class failed.","such a","so","so a","such","'Such a + adjective + singular noun + that' is required. 'So a' is not grammatically valid. 'Such' without 'a' would need a plural or uncountable noun."
"So/such...that: so + many","There were ___ many people that we couldn't find a seat.","so","such","such a","so much","'So + many/much/few/little + that' is correct. 'Such' is not used before many/much/few/little. 'So much' doesn't collocate with the countable noun 'people'."
"So/such...that: so + much (uncountable)","He had ___ much work that he stayed at the office until midnight.","so","such","such a","so many","'So + much + uncountable noun + that' is the correct pattern. 'So many' is used with countable nouns, not 'work' which is uncountable."
"So/such...that: such + plural noun","They were ___ rude customers that the waiter complained to his manager.","such","so","so a","such a","'Such + adjective + plural noun + that' is correct. 'Such a' is only for singular nouns. 'So' needs an adjective alone, not followed by a noun."
"So/such...that: so + few","There were ___ few options that we had to accept the first offer.","so","such","such few","so little","'So + few + countable noun + that' is the correct pattern. 'Such few' is not standard. 'So little' is for uncountable nouns."
"So/such...that: so + little (uncountable)","We had ___ little time that we couldn't visit the museum.","so","such","such a little","so few","'So + little + uncountable noun + that' is correct. 'So few' is for countable nouns. 'Such a little' changes the meaning to 'a small amount of'."
"So/such...that: such + uncountable noun","It was ___ terrible weather that the match was cancelled.","such","so","so a","such a","'Such + adjective + uncountable noun + that' is correct. 'Such a' cannot precede uncountable nouns. 'So' would need the adjective alone: 'so terrible that...'."
"So/such...that: distinguishing so from such","She spoke ___ quickly that nobody could understand her.","so","such","such a","so a","'So + adverb + that' is the correct pattern. 'Such' must precede a noun phrase, but 'quickly' is an adverb, not a noun."
"So/such...that: such a + positive meaning","It was ___ good film that we watched it twice.","such a","so","so a","such","'Such a + adjective + singular countable noun + that' is the correct pattern. 'So' would work with just the adjective: 'so good that...', but not before the noun 'film'."
