"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Relationship: acquaintance","A person you know slightly but who is not a close friend is called a/an ___.","acquaintance","companion","relative","opponent","An 'acquaintance' is someone you know but not well — perhaps someone you've met a few times. A 'companion' is someone you spend time with, a 'relative' is family."
"Relationship: colleague","A person you work with is called a ___.","colleague","classmate","neighbour","flatmate","A 'colleague' is someone you work with professionally. A 'classmate' is someone in your class, a 'neighbour' lives nearby, and a 'flatmate' shares your home."
"Relationship: stranger","A person you have never met before is a ___.","stranger","rival","guest","witness","A 'stranger' is someone completely unknown to you. A 'rival' is a competitor, a 'guest' is an invited visitor, and a 'witness' is someone who saw an event."
"Relationship: get on with","'I ___ well with my neighbours.' Which phrasal verb means 'have a good relationship with'?","get on","get up","get over","get off","'Get on with' someone means to have a friendly relationship. 'Get up' means rise, 'get over' means recover from, and 'get off' means leave a vehicle."
"Relationship: fall out","'They ___ over money and stopped speaking.' Which phrasal verb means 'have a serious argument'?","fell out","fell down","fell off","fell behind","'Fall out with someone' means to have an argument that damages the relationship. 'Fall down' means physically drop, 'fall behind' means lag."
"Relationship: look up to","'I really ___ my older sister.' Which phrasal verb means 'admire and respect'?","look up to","look out for","look down on","look into","'Look up to' means to admire and respect someone. 'Look down on' is the opposite — to consider someone inferior. 'Look into' means to investigate."
"Relationship: close-knit","A ___ family spends lots of time together and supports each other.","close-knit","thick-skinned","short-tempered","narrow-minded","'Close-knit' describes a group of people who are very connected and supportive. It's commonly used with 'family' and 'community.'"
"Personality: easy-going","Someone who is relaxed and not easily upset is ___.","easy-going","hot-headed","strong-willed","absent-minded","'Easy-going' means relaxed and tolerant. 'Hot-headed' means quick to anger, 'strong-willed' means determined, and 'absent-minded' means forgetful."
"Personality: stubborn","A person who refuses to change their mind is ___.","stubborn","modest","sensible","cheerful","'Stubborn' means unwilling to change opinions or behaviour. It can be negative (inflexible) or mildly positive (persistent). The other words are positive traits."
"Personality: reliable","You can always count on a ___ person to do what they promise.","reliable","impulsive","moody","reserved","'Reliable' means dependable and trustworthy. 'Impulsive' means acting without thinking, 'moody' means having unpredictable emotions, 'reserved' means quiet and private."
"Personality: moody","Someone whose emotions change quickly and unpredictably is ___.","moody","witty","naive","loyal","'Moody' describes someone whose mood shifts often, making them hard to predict. 'Witty' means cleverly funny, 'naive' means inexperienced, 'loyal' means faithful."
"Personality: arrogant","A person who thinks they are better than everyone else is ___.","arrogant","insecure","generous","straightforward","'Arrogant' means having an exaggerated sense of self-importance. 'Insecure' means lacking confidence, 'generous' means giving, 'straightforward' means direct and honest."
"Personality: considerate","Someone who thinks about other people's feelings is ___.","considerate","competitive","possessive","self-conscious","'Considerate' means thoughtful about the needs and feelings of others. 'Competitive' means wanting to win, 'possessive' means wanting to control, 'self-conscious' means worrying about how you appear."
"Personality: open-minded","A person who is willing to consider new ideas is ___.","open-minded","narrow-minded","absent-minded","single-minded","'Open-minded' means receptive to different ideas and viewpoints. 'Narrow-minded' is the opposite. 'Absent-minded' means forgetful, 'single-minded' means focused on one goal."
"Personality: ambitious","Someone who has a strong desire to succeed is ___.","ambitious","laid-back","modest","timid","'Ambitious' means driven to achieve goals and success. 'Laid-back' means relaxed, 'modest' means not boastful, and 'timid' means shy and lacking courage."
"Personality: insecure","A person who lacks confidence in themselves is ___.","insecure","outgoing","arrogant","assertive","'Insecure' means not confident about yourself or your abilities. 'Outgoing' means sociable, 'arrogant' means overconfident, 'assertive' means confidently direct."
"Personality: tactful","Someone who is careful not to say things that upset people is ___.","tactful","blunt","reckless","nosy","'Tactful' means having the skill to avoid offending people. 'Blunt' is the opposite — saying things too directly. 'Reckless' means careless, 'nosy' means too curious about others."
"Opinion: it depends","'Well, ___. It's not a simple yes or no.' Which phrase shows you think the answer varies?","it depends","it insists","it belongs","it pretends","'It depends' means the answer changes based on circumstances. It's very common in discussions. The other verbs have completely different meanings."
"Opinion: on the other hand","'City life is exciting. ___, it can also be very stressful.' Which phrase introduces an opposite viewpoint?","On the other hand","On the whole","On the spot","On the go","'On the other hand' introduces a contrasting point. 'On the whole' means generally, 'on the spot' means immediately, and 'on the go' means busy/moving."
"Opinion: to be honest","'___, I didn't enjoy the film.' Which form correctly completes the discourse marker 'to be honest'?","To be honest","To being honest","To be honestly","Being to honest","'To be honest' is the fixed discourse marker. 'To being honest' mixes an infinitive with a gerund ungrammatically, 'to be honestly' puts an adverb where an adjective is required, and 'being to honest' is not a grammatical English structure."
"Emotion: nostalgic","Looking at old photos made her feel ___. She missed those days.","nostalgic","suspicious","indifferent","impatient","'Nostalgic' means feeling a warm sadness when remembering happy times in the past. 'Suspicious' means distrustful, 'indifferent' means not caring."
"Emotion: reluctant","He was ___ to lend his car to his brother after what happened last time.","reluctant","eager","determined","confident","'Reluctant' means unwilling or hesitant to do something. 'Eager' is the opposite — very willing. 'Determined' means committed, 'confident' means self-assured."
"Relationship: mutual","A ___ friend is someone who is a friend of both you and another person.","mutual","casual","former","distant","A 'mutual friend' is shared — both people know them. 'Casual' means informal, 'former' means previous, and 'distant' means not close (emotionally or by family)."
