"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Modaal: hoeven verleden tijd","Hij ___ gisteren niet te werken.","hoefde","moest","hoefte","hoeven","'Hoefde' is de verleden tijd enkelvoud van 'hoeven'. 'Moest' past niet: 'moest niet te werken' is ongrammaticaal omdat 'moeten' geen 'te' neemt. 'Hoefte' bestaat niet en 'hoeven' is tegenwoordige tijd meervoud."
"Modaal: woordvolgorde bijzin","Ik denk dat hij vandaag niet ___.","hoeft te werken","hoeft werken te","te hoeft werken","werken te hoeft","In een bijzin staan werkwoorden achteraan: 'hoeft te werken'. 'Hoeven' vereist 'te + infinitief'. De andere volgordes zijn ongrammaticaal."
"Modaal: bijzin kunnen","Hij zei dat hij morgen niet ___.","kan komen","komen te kan","komen kunnen","gekund komen","In een bijzin eindigt de zin op modaal + infinitief: 'kan komen'. Modale werkwoorden nemen geen 'te'. 'Gekund' is voltooid deelwoord en 'komen kunnen' is verkeerde volgorde in de bijzin."
"Modaal: zullen vs willen","Ik ___ morgen om acht uur bij je zijn, beloofd.","zal","zul","zult","zalen","'Zal' is de 1e persoon enkelvoud van 'zullen'. 'Zul' hoort bij inversie met jij (zul je), 'zult' bij u en 'zalen' bestaat niet."
"Modaal: zullen inversie","___ jij straks de afwas doen?","Zul","Zal","Zult","Zallen","Na inversie met 'jij' valt de -t weg en gebruik je 'zul': 'Zul jij...?' 'Zal' is voor ik, 'zult' voor u en 'zallen' bestaat niet."
"Modaal: mix","Je ___ niet roken in dit gebouw; er hangen borden.","mag","magst","mogen","moogt","'Mag' (enkelvoud 'je') drukt (geen) toestemming uit. 'Magst' bestaat niet, 'mogen' is meervoud en 'moogt' is een verouderde vorm die hier niet past."
"Modaal: kunnen vs kunde","Zij ___ heel goed piano spelen.","kan","kunt","kunde","kunnen zij","Bij 'zij' (enkelvoud) hoort 'kan'. 'Kunt' is voor u, 'kunde' is een zelfstandig naamwoord (= vaardigheid) en 'kunnen zij' herhaalt het onderwerp."
"Er-constructie: er is vs er zijn","___ nog koffie in de thermoskan?","Is er","Zijn er","Heeft er","Bent er","In een ja/nee-vraag komt 'er' na het werkwoord: 'Is er...?' 'Zijn er' hoort bij meervoud (koffie is ontelbaar), 'er is' is geen vraagvolgorde en 'heeft er' past niet bij bestaan."
"Er-constructie: er + hoeveelheid","Hoeveel broodjes heb je gemaakt? Ik heb ___ tien gemaakt.","er","ze","het","die","Als je een aantal noemt zonder het zelfstandig naamwoord te herhalen, staat er verplicht 'er' tussen: 'ik heb er tien gemaakt'. 'Ze', 'het' en 'die' kunnen deze functie niet overnemen."
"Er-constructie: er + op (splitsing)","Wacht je nog lang op de bus? Ja, ik wacht ___ al een halfuur ___.","er / op","op / er","er / erop","erop / op","'Er + voorzetsel' wordt in de hoofdzin gesplitst: 'ik wacht er al een halfuur op'. 'Er' komt vooraan, het voorzetsel achteraan."
"Er-constructie: er + mee (splitsing)","Heb je iets met mijn voorstel gedaan? Ja, ik ben ___ bezig ___.","er / mee","mee / er","ermee / mee","er / ermee","In een hoofdzin met 'bezig' wordt 'er + mee' gesplitst: 'ik ben er druk mee bezig'. De samengevoegde vorm 'ermee' komt wel voor zonder bijwoord ertussen."
"Er-constructie: er + aan splitsing","Ik moet nog aan die mail denken. Ik denk ___ de hele dag ___.","er / aan","aan / er","eraan / aan","aan / eraan","'Er + aan' wordt in de hoofdzin gesplitst door het bijwoord 'de hele dag': 'ik denk er de hele dag aan'. De andere volgordes zijn ongrammaticaal."
"Er-constructie: er locatief","Ben je ooit in Groningen geweest? Ja, ik ben ___ vorig jaar geweest.","er","hem","die","zo","'Er' is de onbeklemtoonde plaatsverwijzing. 'Hem' is een persoonlijk voornaamwoord voor personen, 'die' is een aanwijzend voornaamwoord en 'zo' is een bijwoord van wijze."
"Er-constructie: er onbepaald subject","___ staat iemand voor de deur.","Er","Hem","Zich","Zij","Bij een onbepaald onderwerp ('iemand') is 'er' verplicht op de eerste positie. 'Hem', 'zich' en 'zij' kunnen geen dummy-subject zijn."
"Er-constructie: er + werkwoord van positie","___ liggen drie kranten op tafel.","Er","Hij","Zich","Hem","Bij een onbepaald meervoudig onderwerp ('drie kranten') gebruik je 'er' + positiewerkwoord: 'er liggen drie kranten'. 'Hij', 'zich' en 'hem' passen niet als dummy-subject."
"Er-constructie: er is vs het is","___ een brief voor jou bij de post.","Er is","Het is","Er heeft","Zich is","Voor een onbepaald subject ('een brief') gebruik je 'er is'. 'Het is' verwijst naar iets bekends, 'er heeft' is ongrammaticaal en 'zich is' ook."
"Er-constructie: er vs daar","Ken je dat café op de hoek? Ik kom ___ bijna elke week.","er","het","die","zij","In een onbeklemtoonde zin zonder nadruk gebruik je 'er' als plaatsverwijzing. 'Het', 'die' en 'zij' kunnen geen plaats aanduiden in deze constructie."
"Er-constructie: onpersoonlijke zin","In Nederland ___ veel gefietst.","wordt er","er wordt","wordt","is er","Na een vooropgeplaatst bijwoordelijk zinsdeel komt eerst het werkwoord en dan 'er': 'In Nederland wordt er veel gefietst.' 'Er wordt' zou gelden zonder inversie."
"Er-constructie: er + hoeveelheid ontkenning","Heb je nog appels? Nee, ik heb ___ geen meer.","er","ze","hem","zich","Bij een hoeveelheid zonder herhaling van het zelfstandig naamwoord staat 'er': 'ik heb er geen meer'. 'Ze', 'hem' en 'zich' kunnen deze functie niet vervullen."
"Object pronomen: me (onderwerp vs object)","Kun je ___ even de zoutpot aangeven?","me","ik","mijn","mezelf","In een neutrale zin zonder nadruk is 'me' de objectvorm (1e persoon enkelvoud). 'Ik' is de onderwerpsvorm, 'mijn' is bezittelijk en 'mezelf' is wederkerend (= mezelf, met nadruk op dezelfde persoon)."
"Object pronomen: hem vs hij","De cadeautjes zijn voor ___ bestemd.","hem","hij","zijn","hemzelf","Na een voorzetsel ('voor') staat de objectvorm 'hem'. 'Hij' is de onderwerpsvorm, 'zijn' is bezittelijk en 'hemzelf' voegt een nadruk toe die hier niet nodig is."
"Object pronomen: haar vs zij","Ik heb ___ gisteren op het station ontmoet.","haar","zij","hare","zijn","'Haar' is de objectvorm bij 'zij' (enkelvoud). 'Zij' is de onderwerpsvorm, 'hare' is een verouderde bezittelijke vorm en 'zijn' is bezittelijk/infinitief."
"Object pronomen: ons vs wij","Hij komt morgen bij ___ eten.","ons","wij","we","onze","Na een voorzetsel staat de objectvorm 'ons'. 'Wij' en 'we' zijn onderwerpsvormen en 'onze' is een bezittelijk voornaamwoord."
"Object pronomen: hen na voorzetsel","De docent loopt naar de leerlingen en praat vervolgens met ___.","hen","zij","ze","hens","Na een voorzetsel ('met') is 'hen' de standaardvorm in verzorgd Nederlands. 'Zij' en 'ze' zijn onderwerpsvormen en 'hens' bestaat niet."
"Object pronomen: hun (meewerkend)","Ik heb ___ gisteren een brief gestuurd.","hun","zij","ze","huns","'Hun' is de standaardvorm voor het meewerkend voorwerp (aan wie?): 'ik heb (aan) hun een brief gestuurd'. 'Zij' en 'ze' zijn onderwerpsvormen en 'huns' bestaat niet."
"Object pronomen: het vs hem","Waar is mijn woordenboek? Ik heb ___ op tafel gelegd.","het","hij","zijn","hemzelf","'Woordenboek' is een het-woord, dus het verwijswoord is 'het'. 'Hij' is een onderwerpsvorm, 'zijn' is bezittelijk en 'hemzelf' is wederkerend."
"Object pronomen: hem (de-woord)","Waar is mijn sleutel? Ik kan ___ niet vinden.","hem","het","zijn","hij","'Sleutel' is een de-woord (mannelijk), dus het verwijswoord is 'hem'. 'Het' is voor het-woorden, 'zijn' is bezittelijk en 'hij' is onderwerpsvorm."
"Object pronomen: jou (nadruk na voorzetsel)","Dit cadeau is voor ___, niet voor hem.","jou","je","jij","jouw","Na een voorzetsel en met contrast is de beklemtoonde vorm 'jou' verplicht. 'Je' kan niet na een voorzetsel met nadruk, 'jij' is onderwerpsvorm en 'jouw' is bezittelijk."
"Object pronomen: mij (nadruk)","Ze hebben ___ gekozen, niet mijn broer!","mij","ik","mijn","mijzelf","Bij contrast en nadruk gebruik je de beklemtoonde vorm 'mij'. 'Ik' is onderwerpsvorm, 'mijn' is bezittelijk en 'mijzelf' zou betekenen dat ik de kiezer ben."
"Reflexief: zich wassen 1e persoon","Ik ___ elke ochtend onder de douche.","was me","was zich","wassen me","was mij me","Bij 'ik' is het reflexieve voornaamwoord 'me' (of 'mij' met nadruk). 'Zich' hoort alleen bij 3e persoon, 'wassen' is meervoud en 'was mij me' verdubbelt."
"Reflexief: zich voelen 3e persoon","Zij ___ zich vandaag niet zo lekker.","voelt","voel","voelen","gevoelt","Bij 'zij' (enkelvoud) hoort 'voelt'. 'Voel' is zonder -t (ik of inversie), 'voelen' is meervoud en 'gevoelt' bestaat niet."
"Reflexief: zich herinneren inversie","___ jij je die zomer in Zeeland nog?","Herinner","Herinnert","Herinneren","Geherinnerd","Na inversie met 'jij' valt de -t weg: 'Herinner jij je...?' 'Herinnert' hoort bij hij/zij zonder inversie, 'herinneren' is meervoud en 'geherinnerd' is voltooid deelwoord."
"Reflexief: zich bijzin","Ik weet dat hij ___ altijd goed voelt na een wandeling.","zich","hem","hemzelf","zijn","In een bijzin staat het reflexief 'zich' vlak na het onderwerp. 'Hem' is gewone objectvorm (andere persoon), 'hemzelf' is nadrukkelijk en 'zijn' is bezittelijk."
"Reflexief: zich aankleden scheidbaar","De kinderen ___ zich snel ___.","kleden / aan","kleeden / aan","aankleden / zich","kleden aan / zich","'Zich aankleden' is scheidbaar: 'de kinderen kleden zich snel aan'. De stam + -en blijft meervoud en het voorvoegsel 'aan' gaat naar het einde."
"Reflexief: zich haasten 1e persoon meervoud","We moeten ___ haasten, anders missen we de trein.","ons","zich","ons te","onszelf","Bij 'wij/we' is het reflexief voornaamwoord 'ons'. 'Zich' hoort bij 3e persoon, 'ons te' heeft een overbodig 'te' en 'onszelf' is nadrukkelijk en hier overbodig."
"Reflexief: zich voorstellen 1e persoon","Mag ik ___ even voorstellen? Ik ben de nieuwe collega.","me","zich","ons","hem","Bij 'ik' is het reflexief voornaamwoord 'me'. 'Zich' hoort alleen bij 3e persoon, 'ons' bij wij en 'hem' is niet reflexief voor 'ik'."
"Reflexief: zich concentreren","Hij kan ___ met al dat lawaai niet concentreren.","zich","hem","hemzelf","zijn","Bij 'hij' is het reflexief 'zich'. 'Hem' is gewone objectvorm (zou een andere persoon zijn), 'hemzelf' is nadrukkelijk en 'zijn' is bezittelijk."
"Reflexief: zichzelf (nadruk/contrast)","Hij sneed niet de ui, hij sneed ___!","zichzelf","zich","hem","zijn","Bij expliciet contrast (niet X, maar de eigen persoon) gebruik je 'zichzelf' voor extra nadruk. 'Zich' alleen is te zwak bij zo'n tegenstelling, 'hem' zou een andere persoon zijn en 'zijn' is bezittelijk."
"Reflexief: zich vergissen (hebben)","Ik ___ me vergist in de datum. Sorry!","heb","ben","werd","word","'Zich vergissen' vervoegt in de voltooide tijd met 'hebben': 'ik heb me vergist'. 'Ben' hoort bij 'zijn'-werkwoorden, 'werd/word' zijn passief."
"Reflexief: zich interesseren voor","Zij ___ zich al jaren voor moderne kunst.","interesseert","interesseer","interesseren","geinteresseert","Bij 'zij' (enkelvoud) is de vorm 'interesseert'. 'Interesseer' mist de -t, 'interesseren' is meervoud en 'geinteresseert' is geen correcte werkwoordsvorm (het voltooid deelwoord is 'geïnteresseerd')."
