"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Χρόνος: παρά τέταρτο","Τι ώρα είναι; 8:45","εννιά παρά τέταρτο","οκτώ και τέταρτο","οκτώ και μισή","εννιά και τέταρτο","8:45 = 'εννιά παρά τέταρτο', δηλαδή λείπουν 15 λεπτά για τις εννιά."
"Χρόνος: αύριο","Σήμερα είναι Δευτέρα. Ποια μέρα είναι η επόμενη;","αύριο","χθες","μεθαύριο","την άλλη εβδομάδα","Η μέρα μετά τη σημερινή λέγεται 'αύριο'."
"Χρόνος: μεθαύριο","Σήμερα είναι Δευτέρα. Ποια μέρα είναι η Τετάρτη;","μεθαύριο","αύριο","χθες","προχθές","Η μέρα μετά από το αύριο λέγεται 'μεθαύριο'."
"Χρόνος: προχθές","Σήμερα είναι Τετάρτη. Ποια μέρα ήταν η Δευτέρα;","προχθές","χθες","αύριο","μεθαύριο","Δύο μέρες πριν λέγεται 'προχθές'. 'Χθες' είναι μόνο μία μέρα πριν."
"Χρόνος: την επόμενη εβδομάδα","Η εβδομάδα μετά από αυτή λέγεται ___","την επόμενη εβδομάδα","την περασμένη εβδομάδα","αυτή την εβδομάδα","τον επόμενο μήνα","Η εβδομάδα που έρχεται μετά από αυτή είναι 'η επόμενη εβδομάδα'."
"Χρόνος: σε λίγο","Το λεωφορείο έρχεται σε 3 λεπτά. Έρχεται ___","σε λίγο","σε πολύ","σε μία ώρα","σε μία εβδομάδα","Αν λείπουν μόνο λίγα λεπτά, λέμε 'σε λίγο'. Σημαίνει ότι η στιγμή είναι κοντά."
"Χρόνος: αργά","Το λεωφορείο έπρεπε να έρθει στις 10:00 αλλά ήρθε στις 10:20. Ήρθε ___","αργά","νωρίς","στην ώρα του","γρήγορα","Αν κάτι έρθει μετά την προγραμματισμένη ώρα, ήρθε 'αργά'. Το αντίθετο είναι 'νωρίς'."
"Χρόνος: στην ώρα του","Το λεωφορείο ήρθε ακριβώς στις 9:00 όπως προγραμματίστηκε. Ήρθε ___","στην ώρα του","αργά","νωρίς","ποτέ","Αν κάτι έρθει ακριβώς όπως προγραμματίστηκε, λέμε 'στην ώρα του'. 'Ποτέ' χρειάζεται άρνηση (δεν)."
"Χρόνος: συνήθως","Ποια λέξη σημαίνει 'σχεδόν πάντα, κανονικά';","Συνήθως","Ποτέ","Σπάνια","Μερικές φορές","'Συνήθως' σημαίνει σχεδόν πάντα, κανονικά. 'Ποτέ' είναι το αντίθετο. 'Σπάνια' = πολύ λίγες φορές."
"Χρόνος: μερικές φορές","Ποια λέξη σημαίνει 'κάποτε — όχι πάντα, αλλά ούτε ποτέ';","μερικές φορές","πάντα","ποτέ","συνήθως","'Μερικές φορές' σημαίνει κάποτε, όχι συχνά αλλά ούτε ποτέ. 'Πάντα' = όλη την ώρα. 'Συνήθως' = σχεδόν πάντα."
"Χρόνος: ήδη","Έχεις κάνει την εργασία σου; Ναι, την έχω ___ κάνει.","ήδη","ακόμα","χθες","αύριο","'Ήδη' σημαίνει ότι η πράξη έχει ολοκληρωθεί. 'Χθες' (παρελθόν) και 'αύριο' (μέλλον) δεν ταιριάζουν με τον τύπο 'έχω + κάνει'."
"Χρόνος: ακόμα","Έχεις φάει; Όχι, αλλά θα φάω σε λίγο. Δεν έχω ___ φάει.","ακόμα","αύριο","συχνά","χθες","'Δεν έχω ακόμα φάει' σημαίνει ότι δεν έγινε, αλλά θα γίνει σύντομα. 'Αύριο' και 'χθες' δεν ταιριάζουν με τον τύπο 'έχω + φάει'."
"Χρόνος: πρωί","Είναι 8:00 το πρωί. Ποια ώρα της ημέρας είναι;","πρωί","μεσημέρι","βράδυ","νύχτα","Η αρχή της ημέρας, μέχρι περίπου τις 12:00, λέγεται 'πρωί'."
"Χρόνος: απόγευμα","Είναι 4:00 μ.μ. Ποια ώρα της ημέρας είναι;","απόγευμα","πρωί","μεσημέρι","νύχτα","Από τις 2:00 έως τις 6:00 περίπου λέγεται 'απόγευμα'. Το 'βράδυ' αρχίζει αργότερα."
"Ρουτίνα: ξυπνώ","Τι κάνεις όταν ανοίγεις τα μάτια σου το πρωί;","ξυπνώ","κοιμάμαι","ντύνομαι","πλένομαι","Όταν ανοίγεις τα μάτια σου το πρωί, 'ξυπνάς'. 'Κοιμάμαι' είναι το αντίθετο."
"Ρουτίνα: σηκώνομαι","Μετά το ξυπνητήρι, βγαίνεις από το κρεβάτι. Τι κάνεις;","σηκώνομαι","ξαπλώνω","κάθομαι","κοιμάμαι","Το να βγεις από το κρεβάτι λέγεται 'σηκώνομαι'. 'Ξαπλώνω' είναι το αντίθετο."
"Ρουτίνα: βουρτσίζω τα δόντια","Μετά το πρωινό, τι κάνεις με την οδοντόβουρτσα;","βουρτσίζω τα δόντια","χτενίζω τα μαλλιά","ντύνομαι","μακιγιάρομαι","Με την οδοντόβουρτσα 'βουρτσίζεις τα δόντια'. Το χτένισμα είναι για τα μαλλιά."
"Ρουτίνα: τρώω πρωινό","Τι κάνεις το πρωί όταν τρως για πρώτη φορά;","τρώω πρωινό","τρώω μεσημεριανό","τρώω βραδινό","τρώω σνακ","Το πρώτο γεύμα της ημέρας είναι το 'πρωινό'. Το μεσημεριανό είναι στις 12:00."
"Ρουτίνα: ντύνομαι","Μετά το μπάνιο, βάζεις τα ρούχα σου. Τι κάνεις;","ντύνομαι","γδύνομαι","πλένομαι","ξυπνώ","Το να βάλεις ρούχα λέγεται 'ντύνομαι'. 'Γδύνομαι' είναι το αντίθετο."
"Ρουτίνα: κάνω μπάνιο","Τι κάνεις για να πλύνεις όλο το σώμα σου;","κάνω μπάνιο","τρώω πρωινό","κάνω ψώνια","κάνω βόλτα","Για να πλύνεις το σώμα σου χρησιμοποιείς νερό και 'κάνεις μπάνιο'."
"Ρουτίνα: χτενίζω τα μαλλιά","Τι κάνεις με τα μαλλιά σου μετά το μπάνιο;","χτενίζω τα μαλλιά","βουρτσίζω τα δόντια","ντύνομαι","μακιγιάρομαι","Το να χρησιμοποιείς τη χτένα για τα μαλλιά λέγεται 'χτενίζω τα μαλλιά'."
"Ρουτίνα: πηγαίνω στη δουλειά","Τι κάνεις στις 8 το πρωί μετά το πρωινό;","πηγαίνω στη δουλειά","πηγαίνω για ύπνο","πηγαίνω διακοπές","πηγαίνω για βραδινό","Το πρωί, μετά το πρωινό, πολλοί άνθρωποι 'πηγαίνουν στη δουλειά'."
"Ρουτίνα: τρώω μεσημεριανό","Τι κάνεις στις 12:00 το μεσημέρι όταν πεινάς;","τρώω μεσημεριανό","τρώω βραδινό","τρώω πρωινό","τρώω σνακ","Το γεύμα στο μεσημέρι λέγεται 'μεσημεριανό'. 'Τρώω μεσημεριανό' = τρώω στις 12:00."
"Ρουτίνα: ξεκουράζομαι","Μετά το μεσημεριανό, θέλεις να χαλαρώσεις. Τι κάνεις;","ξεκουράζομαι","ξυπνώ","σηκώνομαι","ντύνομαι","Μετά το μεσημεριανό μπορείς να 'ξεκουραστείς' = να χαλαρώσεις λίγο."
"Ρουτίνα: κάνω ψώνια","Πας στο σούπερ μάρκετ για να αγοράσεις φαγητό. Τι κάνεις;","κάνω ψώνια","κάνω μπάνιο","τρώω πρωινό","κάνω γυμναστική","Το να αγοράζεις τρόφιμα στο σούπερ μάρκετ λέγεται 'κάνω ψώνια'."
"Ρουτίνα: τρώω βραδινό","Τι κάνεις το βράδυ όταν τρως;","τρώω βραδινό","τρώω μεσημεριανό","τρώω πρωινό","τρώω σνακ","Το γεύμα το βράδυ λέγεται 'βραδινό'. 'Τρώω βραδινό' = τρώω το βράδυ."
"Ρουτίνα: κοιμάμαι","Τι κάνεις όταν κλείνεις τα μάτια σου τη νύχτα στο κρεβάτι;","κοιμάμαι","ξυπνώ","σηκώνομαι","ντύνομαι","Όταν κλείνεις τα μάτια και αρχίζεις να κοιμάσαι, 'κοιμάσαι'. Είναι το αντίθετο του ξυπνώ."
"Ρουτίνα: οδοντόβουρτσα","Τι χρησιμοποιείς για να βουρτσίσεις τα δόντια σου;","οδοντόβουρτσα","χτένα","πετσέτα","σαπούνι","Για να πλύνεις τα δόντια χρησιμοποιείς 'οδοντόβουρτσα' με οδοντόκρεμα."
"Ρουτίνα: πετσέτα","Μετά το μπάνιο, τι χρησιμοποιείς για να στεγνώσεις;","πετσέτα","οδοντόβουρτσα","σαπούνι","χτένα","Μετά το μπάνιο στεγνώνεις με 'πετσέτα'. Είναι το μεγάλο ύφασμα για στέγνωμα."
