"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Greek A1 Grammar 2","«___ όνομά μου είναι Νίκος.» Ποιο άρθρο είναι σωστό;","Το","Ο","Η","Οι","Το όνομα είναι ουδέτερο σε -μα: το όνομα."
"Greek A1 Grammar 2","Ποιο άρθρο συνοδεύει τη λέξη «χέρι»;","το","ο","η","οι","Το «χέρι» είναι ουδέτερο σε -ι: το χέρι."
"Greek A1 Grammar 2","Ποιο άρθρο συνοδεύει τη λέξη «πόλη»;","η","ο","το","οι","Το «πόλη» είναι θηλυκό σε -η: η πόλη."
"Greek A1 Grammar 2","«___ δάσκαλος εξηγεί το μάθημα.» Ποια είναι η σωστή μορφή;","Ο","Τον","Του","Οι","Υποκείμενο στην ονομαστική: ο δάσκαλος. Το «τον» είναι αιτιατική."
"Greek A1 Grammar 2","«Ρωτάω ___ αστυνομικό.» Ποια είναι η σωστή μορφή;","τον","ο","του","τους","Αντικείμενο αιτιατικής, αρσενικό ενικό: τον αστυνομικό."
"Greek A1 Grammar 2","«Ο πατέρας αγοράζει ___ εφημερίδα και ___ καφέ.» Ποιες είναι οι σωστές μορφές;","την / τον","τη / το","την / το","η / ο","Και τα δύο αντικείμενα είναι στην αιτιατική: «την εφημερίδα» (θηλυκό) και «τον καφέ» (αρσενικό). Το «η/ο» είναι ονομαστική."
"Greek A1 Grammar 2","«___ αδελφή μου σπουδάζει ιατρική.» Ποια είναι η σωστή μορφή;","Η","Την","Της","Οι","Υποκείμενο στην ονομαστική: η αδελφή. Το «την» είναι αιτιατική."
"Greek A1 Grammar 2","«Περιμένω ___ αδελφή μου στην πλατεία.» Ποια είναι η σωστή μορφή;","την","η","τις","τον","Αντικείμενο αιτιατικής, θηλυκό ενικό σε -η: την αδελφή. Το «η» είναι ονομαστική, «τον» αρσενικό, «τις» πληθυντικός."
"Greek A1 Grammar 2","«Ανοίγω ___ πόρτα.» Ποια είναι η σωστή μορφή;","την","η","της","τις","Αντικείμενο αιτιατικής θηλυκό ενικό: την πόρτα."
"Greek A1 Grammar 2","«Διαβάζω ___ βιβλίο.» Ποια είναι η σωστή μορφή;","το","τον","την","τα","Αντικείμενο αιτιατικής ουδέτερο ενικό: το βιβλίο."
"Greek A1 Grammar 2","Ποια μορφή δείχνει ότι ο «άνθρωπος» είναι αντικείμενο;","τον άνθρωπο","ο άνθρωπος","οι άνθρωποι","των ανθρώπων","Στην αιτιατική το αρσενικό σε -ος: τον άνθρωπο (χάνει το τελικό -ς)."
"Greek A1 Grammar 2","«Εγώ ___ θέλω καφέ, θέλω τσάι.» Ποια λέξη συμπληρώνει σωστά;","δεν","όχι","μην","μη","Άρνηση ρήματος στον ενεστώτα: δεν θέλω."
"Greek A1 Grammar 2","«Η Ελένη ___ μένει εδώ πια.» Ποια λέξη συμπληρώνει σωστά;","δεν","όχι","μη","μην","Το «δεν» μπαίνει ακριβώς πριν από το ρήμα: δεν μένει."
"Greek A1 Grammar 2","«Εμείς ___ είμαστε από την Αθήνα.» Ποια λέξη συμπληρώνει σωστά;","δεν","όχι","μη","μήτε","Άρνηση του «είμαι» με «δεν»: δεν είμαστε."
"Greek A1 Grammar 2","Ποια πρόταση αρνείται σωστά το ρήμα;","Ο Νίκος δεν πίνει καφέ.","Ο Νίκος όχι πίνει καφέ.","Ο Νίκος πίνει δεν καφέ.","Ο Νίκος δεν καφέ πίνει.","Η άρνηση «δεν» μπαίνει πάντα ακριβώς πριν από το ρήμα. Το «όχι» δεν αρνείται ρήμα σε κανονική πρόταση."
"Greek A1 Grammar 2","Ποιος είναι ο πληθυντικός του «ο άνθρωπος»;","οι άνθρωποι","οι ανθρώπους","τα άνθρωπα","ο άνθρωποι","Τα αρσενικά σε -ος κάνουν πληθυντικό σε -οι: ο άνθρωπος → οι άνθρωποι."
"Greek A1 Grammar 2","Ποιος είναι ο πληθυντικός του «ο άντρας»;","οι άντρες","οι άντροι","τα άντρα","ο άντρες","Τα αρσενικά σε -ας κάνουν πληθυντικό σε -ες: ο άντρας → οι άντρες."
"Greek A1 Grammar 2","Ποιος είναι ο πληθυντικός του «η γυναίκα»;","οι γυναίκες","οι γυναίκοι","τα γυναίκα","ο γυναίκες","Τα θηλυκά σε -α κάνουν πληθυντικό σε -ες: η γυναίκα → οι γυναίκες."
"Greek A1 Grammar 2","Ποιος είναι ο πληθυντικός του «η τάξη»;","οι τάξεις","οι τάξες","τα τάξη","ο τάξεις","Τα θηλυκά σε -η (αρχαιόκλιτα) κάνουν πληθυντικό σε -εις: η τάξη → οι τάξεις."
"Greek A1 Grammar 2","Ποιος είναι ο πληθυντικός του «το δώρο»;","τα δώρα","οι δώροι","οι δώρες","τα δώρος","Τα ουδέτερα σε -ο κάνουν πληθυντικό σε -α: το δώρο → τα δώρα."
"Greek A1 Grammar 2","Ποιος είναι ο πληθυντικός του «το τραγούδι»;","τα τραγούδια","οι τραγούδοι","οι τραγούδες","τα τραγούδις","Τα ουδέτερα σε -ι κάνουν πληθυντικό σε -ια: το τραγούδι → τα τραγούδια."
